region,energy_ratio,elevation,2,1,0
SG,1.8867924528301887,5.0,-0.037756221212073726,0.6816269777674451,-4.5977574374325805
SG,1.9230769230769231,-6.0,-0.03039245019997089,0.4858831370454628,-2.3327547511536206
SG,1.9230769230769231,-5.0,-0.02956654311093103,0.4827481193376718,-2.1645951809245965
SG,1.9230769230769231,-4.0,0.0013436258658380373,-0.03644017894423014,0.08884071154829698
SG,1.9230769230769231,-3.0,0.021759838976736792,-0.3849541527088935,1.591047744108106
SG,1.9230769230769231,-2.0,0.005417378148728415,-0.1185921884719648,0.5296611287200848
SG,1.9230769230769231,-1.0,0.0023321493459949215,-0.08005346991973317,0.35092429587978297
SG,1.9230769230769231,0.0,-0.012438289824724613,0.18294401733074644,-0.8855680611791592
SG,1.9230769230769231,1.0,-0.028905528807512775,0.4704222665056719,-2.2330528770395235
SG,1.9230769230769231,2.0,-0.023122710929403545,0.397336983352373,-2.137855519692767
SG,1.9230769230769231,3.0,0.010292918869535459,-0.12946518549322766,-0.3178460055931253
SG,1.9230769230769231,4.0,-0.007347387052827567,0.1671668745848277,-1.7874631754564305
SG,1.9230769230769231,5.0,0.000843180149661039,0.0888802081326223,-3.146728052256865
SG,1.9607843137254901,-8.0,-0.01213385033525875,0.3047490079700055,-3.047553157429415
SG,1.9607843137254901,-7.0,-0.023128513020653916,0.45662746116251585,-2.659553087128488
SG,1.9607843137254901,-6.0,-0.0167790633157726,0.29682397046836473,-1.4483089869730097
SG,1.9607843137254901,-5.0,0.007334214393586001,-0.13026039429928835,0.5195662520618225
SG,1.9607843137254901,-4.0,-0.027724176152091145,0.4379744257090141,-1.7287419471612129
SG,1.9607843137254901,-3.0,-0.007143122780213251,0.10530799838076108,-0.48387100478206857
SG,1.9607843137254901,-2.0,-0.0023851887723126634,0.03487814493129851,-0.3391336309844769
SG,1.9607843137254901,-1.0,0.00833537258563393,-0.1225694406712721,0.08239702316176559
SG,1.9607843137254901,0.0,-0.04087330407561839,0.7099592996531006,-3.5246326946359554
SG,1.9607843137254901,1.0,-0.020414020842185597,0.38706940803408346,-2.5022615323649573
SG,1.9607843137254901,2.0,0.018463726587720806,-0.2730143487841601,-0.041145251613970264
SG,1.9607843137254901,3.0,-0.017316858633773198,0.28139845926569407,-2.673390621591192
SG,1.9607843137254901,4.0,0.0021398288498331356,-0.05487624588238668,-2.8767636939980314
SG,2.0,-9.0,0.02611829775052537,-0.4405560746598125,-0.7341792459143772
SG,2.0,-8.0,0.022744894570909877,-0.3067637458449345,0.09886302004251313
SG,2.0,-7.0,0.013356009063172254,-0.1880757417057681,0.29374909494931034
SG,2.0,-6.0,-0.013424308935173332,0.26107977547263794,-1.2729480671388012
SG,2.0,-5.0,-0.008077157063466777,0.14803440979716992,-0.734505077272553
SG,2.0,-4.0,-0.0018363504509085326,0.0601957034380061,-0.5700187401992483
SG,2.0,-3.0,0.003588727444666758,-0.03408419856595396,-0.34403690565925327
SG,2.0,-2.0,-0.012293913135567758,0.2442240965033879,-1.7109795942108408
SG,2.0,-1.0,-0.019660734180562158,0.3571478319860957,-2.3680057484141095
SG,2.0,0.0,0.008285222660218174,-0.10743416579014722,-0.8686617849795821
SG,2.0,1.0,0.0005330299836915633,0.013681421530786322,-1.9624498861554232
SG,2.0,2.0,-0.09334530998169921,1.0115970538772554,-6.855212949512026
SG,2.0408163265306123,-9.0,0.021322177827422503,-0.36979850627452293,-0.04413618210021277
SG,2.0408163265306123,-8.0,0.03611593950556366,-0.6166976814437992,1.7907348643361436
SG,2.0408163265306123,-7.0,0.017413512935197717,-0.28396865378083835,0.6592521233631544
SG,2.0408163265306123,-6.0,0.012796412579656288,-0.18521377052209761,0.32846555499265884
SG,2.0408163265306123,-5.0,0.014578610076570655,-0.2121309278935879,0.31163206603032917
SG,2.0408163265306123,-4.0,-0.0049804654523335065,0.11019125400755583,-1.2227106908761147
SG,2.0408163265306123,-3.0,0.00904879027653448,-0.12029748599424911,-0.5855053412506919
SG,2.0408163265306123,-2.0,0.02177430675252752,-0.34114484188166705,-0.12122901131009567
SG,2.0408163265306123,-1.0,0.0037890532082689565,-0.07286201133455483,-2.0217557311351295
SG,2.0833333333333335,-10.0,-35.56722650094618,516.0943282417137,-1873.2540660237569
SG,2.0833333333333335,-9.0,0.0686570185966899,-1.3808114818445867,4.567639030867182
SG,2.0833333333333335,-8.0,0.03272706796763289,-0.6823375115768475,1.6816634047031918
SG,2.0833333333333335,-7.0,0.047900563115369665,-0.8593030641073852,2.4971028854828186
SG,2.0833333333333335,-6.0,0.01933105093407212,-0.3118570263792176,0.3227906104103545
SG,2.0833333333333335,-5.0,0.026141703377890818,-0.40811898184332157,0.3749956172292095
SG,2.0833333333333335,-4.0,-0.013119048252874754,0.2258575520279706,-2.757030476001709
SG,2.0833333333333335,-3.0,0.05619760682200321,-0.9904631587498949,0.7562729518271721
SG,2.127659574468085,-6.0,-0.02197288324644705,0.26692176565496845,-3.4870450687295875
